title,detail_link,company,date_publication,sector,contract_type,study_level,experience,availability,location,region,city,salary_min,salary_max,description,skills,source,scraped_at,job_id
Coordinatrice Commerciale,https://www.keejob.com/offres-emploi/232112/coordinatrice-commerciale/,,2025-11-30,"commerce, vente, distribution",CDI,Bac + 3,Entre 2 et 5 ans,Plein temps,"Msaken, Sousse, Tunisie",Sousse,Msaken,,,"Pour renforcer notre equipe commerciale, nous recrutons une Coordinatrice Commerciale residente a Msaken ou Sousse possedant un excellent sens relationnel et une solide experience dans le domaine commercial. Ses principales missions seront : - Assister la direction commerciale dans la gestion quotidienne des dossiers. - Preparer, organiser et suivre les agendas, rendez-vous et deplacements. - Assurer la coordination entre les equipes internes (commercial, administratif, logistique, technique...). - Suivre les commandes, relances, reclamations et informations clients. - Suivi de pointage commerciaux et remlpir leurs etat de presence - Preparer et mettre a jour les reporting, tableaux de suivi et documents commerciaux. - Rediger les emails et documents professionnels (courriers, notes, syntheses...). - Classer, organiser et mettre a jour les dossiers clients et documents internes. - Contribuer a lorganisation devenements commerciaux et actions marketing. - Assurer une communication fluide entre la direction et les equipes. Profil recherche Excellente organisation et gestion des priorites. Grande rigueur administrative et sens du detail. Tres bonne communication ecrite et orale en francais. Maitrise des outils bureautiques (Word, Excel, PowerPoint) et des plateformes digitales. Capacite a travailler sous pression, gerer plusieurs dossiers et respecter les delais. Sens du service, autonomie et forte reactivite. Esprit dequipe et aisance relationnelle. Une experience dans un environnement commercial ou administratif est un atout. Bonus qui feront la difference Capacite a anticiper et resoudre les problemes. Aisance dans la coordination multi-services.","communication, gestion, travail en equipe, autonomie, organisation, francais, excel, word",keejob,2025-11-30 16:31:01,httpswwwkeejobcomoffresemploi232112coordinatricecommerciale
Administration Reseau & Systeme,https://www.keejob.com/offres-emploi/232128/administration-r%C3%A9seau-syst%C3%A8me/,,2025-11-30,"commerce, vente, distribution",CDI,Bac + 3,Entre 2 et 5 ans,Plein temps,"Sakiet Ezzit, Sfax, Tunisie",Sfax,Sakiet Ezzit,,,"Missions principales Administration Reseau & Systeme Administrer, maintenir et securiser linfrastructure reseau (LAN/WAN, switches, routeurs, firewall, VPN). Gerer les serveurs Windows/Linux : AD, DNS, DHCP, File Server, virtualisation. Assurer la supervision et la maintenance de linfrastructure. Gerer les solutions de securite : antivirus, firewall, sauvegardes. Support & Maintenance (Niveau 2/3) Assurer le support technique aux utilisateurs internes. Diagnostiquer et resoudre les incidents systemes, reseaux et applicatifs. Installer et configurer les postes, imprimantes, logiciels, et peripheriques. Maintenance Technique Front Office Assurer le bon fonctionnement des equipements Front Office : PC et terminaux daccueil Systemes POS / caisses Imprimantes et scanners Telephonie IP Cameras de surveillance WIFI et connectivite des points de vente/front office Intervenir rapidement en cas dincident pour garantir la continuite de service.",,keejob,2025-11-30 16:31:05,httpswwwkeejobcomoffresemploi232128administrationrc3a9seausystc3a8me
Cost Controller,https://www.keejob.com/offres-emploi/232083/cost-controller/,,2025-11-30,"recrutement, ressources humaines",,Bac + 5,Entre 5 et 10 ans,Plein temps,"Nabeul, Tunisie",,Nabeul,,,"Key Responsibilities: Cost Analysis: Analyze and evaluate the costs involved in the engine remanufacturing process, including labor, materials, equipment, and overhead expenses, labour, ECT, it means all the component in the PC list. Data Gathering: Collaborate with cross-functional teams to collect and compile data related to engine remanufacturing, such as bill of materials, labor rates, and production scrap, purchasers, cores price, .... Cost Estimation: Develop and maintain cost estimation models and methodologies to accurately calculate the costs of remanufacturing engines. Cost Optimization: Identify opportunities for cost reduction and efficiency improvement in the remanufacturing process, proposing recommendations to management. Pricing Support: Assist in determining pricing strategies and provide cost insights to support competitive pricing decisions. Cost Reporting: Prepare regular reports on cost calculations, variances, and trends for management review and decision-making. Cost Validation: Validate cost estimates by comparing them with actual costs incurred during the remanufacturing process, identifying discrepancies, and recommending corrective actions. Continuous Improvement: Stay updated on industry trends, cost management techniques, and regulatory requirements to enhance cost calculation processes and ensure compliance. Define the rules and the period. Skills and Qualifications: Education: A bachelor's degree in accounting, finance, engineering, or a related field is typically required. Industry Knowledge: Familiarity with industrial engineering, and cost accounting principles is highly desirable. Analytical Skills: Ability to analyze complex data, identify cost drivers, and perform cost-benefit analysis. Attention to Detail: Strong attention to detail to ensure accuracy in cost calculations and minimize errors. Communication: Excellent verbal and written communication skills to collaborate with various stakeholders and present cost-related information effectively. Problem-Solving: Proficiency in problem-solving techniques to identify cost-saving opportunities and propose solutions. Software Proficiency: Experience with spreadsheet software (e.g., Microsoft Excel) and cost estimation tools is beneficial. Time Management: Ability to prioritize tasks, meet deadlines, and manage multiple projects simultaneously.","communication, management, excel",keejob,2025-11-30 16:31:08,httpswwwkeejobcomoffresemploi232083costcontroller
Assistant(e) Graphique - Service Commercial,https://www.keejob.com/offres-emploi/232026/assistante-graphique-service-commercial/,,2025-11-30,autres,CDI,Bac + 3,Entre 1 et 2 ans,Plein temps,"El Menzah, Tunis, Tunisie",Tunis,El Menzah,,,"Vous avez un bon il pour le design, et vous aimez transformer des idees commerciales en supports clairs et visuels ? Alors cette offre est pour vous ! GCS (Global Customer Support) filiale de la societe francaise Groupe SGP, vous donne cette opportunite et recrute un(e) Assistant(e) Graphique Junior pour notre service commercial. Missions : Au sein de notre equipe commerciale, vous serez charge(e)s de : - Mettre a jour les offres commerciales sur nos outils visuels (Canva, PowerPoint,Indesign, nos outils internes) - Realiser des visuels simples et professionnels, en respectant la charte graphique - Mettre en forme des presentations commerciales, brochures, propositions clients - Collaborer avec les commerciaux pour adapter les supports selon les besoins - Organiser et archiver les documents mis a jour Vous ne serez pas seul(e) ! Vous serez accompagne(e) et forme(e) a nos outils et a nos process. Profil : Maitrise du francais (ecrit et oral) indispensable. La connaissance de l'anglais est un plus. Diplome superieur en marketing, communication, design graphique, ou dans un domaine similaire. Experience dans la creation de supports visuels et la mise en page de documents complexes. Maitrise des outils de traitement de texte, de mise en page (comme InDesign) et de creation graphique (comme Photoshop, Illustrator). Competence en creation de bases de donnees (Excel, Access) et gestion de contenu. Excellentes capacites redactionnelles en francais, avec une attention particuliere aux details. Creativite et sens de lesthetique. Rigueur, organisation et capacite a gerer plusieurs projets simultanement. Aptitude a travailler en equipe et a collaborer avec differentes parties prenantes. Offre : Un cadre de travail bienveillant et stimulant Regime 40 Heures/semaine Salaire motivant Mutuelle prise en charge par lemployeur a 100% Tickets restaurants. Etapes de recrutement : Entretien telephonique en francais. Entretien avec la direction en Tunisie. Entretien en VISIO avec le responsable du service commercial en France. Offre financiere et signature du contrat. Avant toute prise de rendez-vous pour un entretien, merci de nous envoyer par e-mail vos realisations graphiques (portfolio, projets, creations...) afin dappuyer votre candidature.","communication, gestion, organisation, anglais, francais, excel, powerpoint",keejob,2025-11-30 16:31:11,httpswwwkeejobcomoffresemploi232026assistantegraphiqueservicecommercial
Directeur Administratif et Financier,https://www.keejob.com/offres-emploi/232044/directeur-administratif-et-financier/,,2025-11-30,"sante, paramedical, optique",,"Expert, Recherche",Entre 5 et 10 ans,Plein temps,"Sfax, Tunisie",,Sfax,,,"Etablir les previsions budgetaires et prevoir le financement des investissements. Realiser une analyse financiere de lentreprise. Piloter la tresorerie et identifier les moyens de loptimiser. Superviser la tenue comptable, les declarations mensuelles et larrete des comptes annuels. Etre le garant de la fiabilite du reporting : preparer les situations intermediaires, analyser les ecarts par rapport au budget et aux annees precedentes. Mettre en place le Systeme dinformation. Maitriser les outils de Controle de Gestion : Tableau de bord, systeme budgetaire, Le Profil : expertise comptable. MBA est souhaitable. Maitrise des outils bureautiques de type Excel, Access et power BI de preference. Maitrise de lERP X 3 Maitrise de la comptabilite analytique. Gestion dune equipe. Sens de lecoute. Autonome. Bonne communication. Capacite de negociation. Avoir une excellente connaissance et redaction des langues Arabes, Francaises et Anglaises Avoir le sens de lorganisation. Avoir le sens relationnel. Avoir beaucoup de rigueur. Capacite danalyse et de synthese.","communication, gestion, excel",keejob,2025-11-30 16:31:14,httpswwwkeejobcomoffresemploi232044directeuradministratifetfinancier
Customer Service Support,https://www.keejob.com/offres-emploi/231949/customer-service-support/,,2025-11-30,"call center, televente",CDI,Bac + 2,Entre 1 et 2 ans,Plein temps,"Ariana Ville, Ariana, Tunisie",Ariana,Ariana Ville,,,"The Outsourcia Group specialises in outsourcing services: remote, multiservice, multilingual and multichannel customer relationship management (call centres, e-mail management, chat solutions, telemarketing and customer relations on social networks), back office outsourcing (BPO), digital services (development of specific web and mobile applications, digital communications and community management) and research. Outsourcia currently employs 3,600 people at 12 production sites in France, Morocco, Madagascar and Tunisia, and works with such high-profile clients as Aquarelle, Renault, Total, Orange, Histoire d'Or, Manutan, Marionnaud, Mister Auto, Seloger.com and Veepee. The Outsourcia Group supports its employees on a daily basis, based on driving values such as solidarity, commitment and integrity... If you too share these values, don't wait any longer and come and take up new challenges with Outsourcia Tunisie ! As part of the development of its telesales activity, Outsourcia is recruiting ""Customer Service Support"" with the following missions: Your Main Mission: - Delivering a seamless customer experience while assisting customers with their inquiries with the required tool set preferably remote assistance. - Ensure a seamless customer satisfaction by promptly addressing inquiries, concerns, and providing post-sales support. - Effectively communicate technical information to non-technical customers. - Demonstrate the value proposition of our offerings to address customer challenges and requirements. - Gather feedback from customers regarding their experience and use it to improve processes and services. - Proactively follow up with customers to ensure satisfaction after issue resolution. - Develop a deep understanding of the technical aspects of the products or services offered. What are we looking for? Above all, a cheerful, confident, and passionate Customer Service Support team eager to assist our clients with their inquiries and concerns. Successful candidates must provide: - A bilingual profile : * Fluent English (speaking and writing), * C1 in French language (speaking and writing), - Previous experience in a similar role, - Customer-focused with excellent interpersonal skills. - Strong communication and presentation skills. - Proven experience in technical assistance and also preferably sales in a similar industry.","communication, management",keejob,2025-11-30 16:31:17,httpswwwkeejobcomoffresemploi231949customerservicesupport
Instrumentiste du Bloc Operatoire,https://www.keejob.com/offres-emploi/231984/instrumentiste-du-bloc-op%C3%A9ratoire/,,2025-11-30,"sante, paramedical, optique",CDI,Bac + 3,Aucune experience,Plein temps,"Nabeul, Nabeul, Tunisie",,Nabeul,,,"Pour les besoins de ses activites au bloc operatoire, La Polyclinique Cardiologique de Nabeul souhaite renforcer son equipe et recrute : Un(e) Technicien(ne) Instrumentiste du Bloc Operatoire Poste base a La Marsa Disponibilite immediate ou apres periode de preavis Profil recherche Diplome(e) en instrumentation operatoire (Bac +3) Avec ou sans experience Competences et qualites attendues Serieux(se) et rigoureux(se) Dynamique et motive(e) Esprit dequipe et sens eleve de responsabilite Bonnes capacites de communication","communication, travail en equipe",keejob,2025-11-30 16:31:26,httpswwwkeejobcomoffresemploi231984instrumentistedublocopc3a9ratoire
Responsable de Plateau,https://www.keejob.com/offres-emploi/231957/responsable-de-plateau/,,2025-11-30,"recrutement, ressources humaines",,Bac + 3,Entre 5 et 10 ans,Plein temps,"Tunis, Tunisie",,Tunis,,,"Nous recrutons pour le compte de notre client, expert en assistance aux personnes, proposant des services a forte valeur ajoutee a travers ses partenaires et differents reseaux, Responsable de Plateau MISSIONS: Superviser et coordonner les activites quotidiennes du plateau. Encadrer et motiver lequipe pour atteindre les objectifs de performance. Assurer le suivi des indicateurs de qualite et de productivite. Gerer les plannings et lorganisation des ressources. Participer au recrutement, a la formation et au developpement des collaborateurs. Proposer des ameliorations pour optimiser les processus et la satisfaction client. PROFIL RECHERCHE: Experience significative en management dequipe, idealement dans un centre dappels ou un environnement similaire. Excellentes competences en communication et leadership. Sens de lorganisation et capacite a gerer les priorites. Maitrise des outils informatiques et des logiciels de gestion de plateau. Orientation resultats et qualite du service.","communication, gestion, management, leadership",keejob,2025-11-30 16:31:29,httpswwwkeejobcomoffresemploi231957responsabledeplateau
CHEF DE DEPARTEMENT RH,https://www.keejob.com/offres-emploi/231942/recrutement-chef-de-departement-rh/,,2025-11-30,"sante, paramedical, optique",CDI,Bac + 5,Entre 5 et 10 ans,Plein temps,"Bizerte Sud, Bizerte, Tunisie",Bizerte,Bizerte Sud,,,"Prince Medical Industry Zone Franche de Bizerte Recrute un(e) Responsable Ressources Humaines A propos de lentreprise :Prince Medical Industry (PMI) est une entreprise industrielle qui fabrique et distribue des dispositifs medicaux a lechelle internationale. Prince Medical Industry est reconnue pour la qualite de ses produits, pour son innovation et pour la priorite absolue accordee a la securite des patients. Elle fait partie dun groupe francais, le groupe OMERIN leader mondial dans le secteur des cables electriques de haute performance. Dans le cadre de sa structuration et du developpement de ses activites, PMI cherche a recruter un(e) Chef de Departement Ressources Humaines pour assurer la continuite et le developpement des fonctions RH au sein du site de Bizerte. Description du poste Rattache(e) a la Direction Generale, le Chef de Departement des Ressources Humaines aura pour mission de piloter la strategie RH de lentreprise et den assurer la mise en uvre operationnelle. Il/elle jouera un role cle dans le developpement du capital humain, le renforcement de la culture dentreprise et lamelioration du climat social. Il reportera egalement a la Direction RH du groupe OMERIN. Missions principales : Accompagner la Direction dans la mise en uvre de la politique RH et des plans de developpement des effectifs. Assurer la conformite des pratiques RH avec la legislation du travail tunisienne et avec les standards du groupe OMERIN. Superviser les activites de recrutement, formation, evaluation et developpement des competences. Superviser la gestion administrative : contrats, dossiers du personnel, paie, declarations sociales et suivi des absences. Contribuer a la fiabilisation des donnees RH et participer activement a la digitalisation du service RH, a loccasion de la mise en place dun outil SIRH Groupe Accompagner les managers dans la gestion de leurs equipes et le developpement de la performance. Contribuer au maintien dun bon climat social et a la communication interne. Optimiser et consolider les processus et procedures RH deja mis en place. Assurer un reporting regulier aupres de la Direction Generale et de la Direction RH Groupe Manager et faire monter en competence lequipe RH existante. Profil recherche : Diplome superieur en Gestion des Ressources Humaines, Droit du Travail ou equivalent. Experience confirmee (au moins 5 ans) dans une fonction RH similaire, idealement dans un environnement industriel et a fort taux de main duvre. Bonne maitrise du droit social tunisien et des pratiques RH operationnelles. Capacite a travailler de maniere autonome, sens de la rigueur et de la confidentialite. Leadership, sens du relationnel et aptitude a gerer le changement. Maitrise du francais indispensable et de langlais professionnel souhaitee. Nous offrons : Un environnement industriel motivant et a dimension internationale. Un poste strategique au cur de la transformation RH de lentreprise. Une reelle autonomie et des perspectives devolution. Lieu de travail : Zone Franche de Bizerte Type de contrat : CDI Candidature : Merci dadresser votre CV et lettre de motivation en mentionnant la reference Responsable RH PMI dans lobjet du mail.","communication, gestion, leadership, autonomie, francais",keejob,2025-11-30 16:31:32,httpswwwkeejobcomoffresemploi231942recrutementchefdedepartementrh
SAGE FEMME,https://www.keejob.com/offres-emploi/231982/sage-femme/,,2025-11-30,"sante, paramedical, optique",CDI,Bac + 3,Aucune experience,Plein temps,"Nabeul, Nabeul, Tunisie",,Nabeul,,,"Pour les besoins de ses activites, La Polyclinique Cardiologique de Nabeul souhaite recruter des Sages-femmes pour les services : hospitalisation et maternite Diplome(e) (bac+3) ( Ecole de la Sante Publique ou Ecole de Formation Privee agree) avec ou sans experience. De preference disponible immediatement. Le profil souhaite doit etre dote des criteres suivants : - Serieuse, - dynamique - aime le travail en equipe et ayant le sens de responsabilite",travail en equipe,keejob,2025-11-30 16:31:36,httpswwwkeejobcomoffresemploi231982sagefemme
Administrateur ERP,https://www.keejob.com/offres-emploi/231873/administrateur-erp/,,2025-11-30,"commerce, vente, distribution",CDI,Bac + 3,Entre 1 et 2 ans,Plein temps,"Sakiet Ezzit, Sfax, Tunisie",Sfax,Sakiet Ezzit,,,"Maitrise du fonctionnement general dun ERP, idealement CEGID. Connaissance approfondie des applications metiers utilisees dans le systeme d'information. Garantie de la disponibilite fonctionnelle des applications et de leurs bases de donnees. Suivi de la qualite de service rendue aux utilisateurs. Support et accompagnement des utilisateurs dans lusage des logiciels. Redaction et validation des cahiers des charges en collaboration avec les utilisateurs. Definition de solutions adaptees en concertation avec la hierarchie, puis mise en uvre (en interne ou via des prestataires). Mise en place des procedures dexploitation (gestion des comptes, des droits, etc.). Interface principale avec les fournisseurs pour le support de niveau 3.",gestion,keejob,2025-11-30 16:31:39,httpswwwkeejobcomoffresemploi231873administrateurerp
RECRUITMENT MARKETING SPECIALIST,https://www.keejob.com/offres-emploi/231900/recruitment-marketing-specialist/,,2025-11-30,"call center, televente",CDI,Bac + 3,Entre 1 et 2 ans,Plein temps,"El Menzah, Tunis, Tunisie",Tunis,El Menzah,,,"Description & requirements The Recruitment Marketing Specialist is responsible for developing and deploying the recruitment marketing strategy for their assigned territory. They will promote the value of working for our company to help us attract great employees who fit our diverse culture. The primary focus of this role is on developing brand awareness, reputation management, social engagement, content marketing strategy and creation, and lead generation in order to attract quality candidates that help local Talent Acquisition Specialists fill jobs faster and easier. This person will also cooperate with the Global Recruitment Marketing Manager and Employee Experience Team. Functional responsibilities Implement EMEA Talent Acquisition strategy to attract and recruit top talents Develop and implement recruitment marketing campaigns to grow a pipeline of active and passive candidates Supporting candidate attraction initiatives including online campaigns, design and production of marketing materials (including production of digital content), Employee Referral Programs, outdoor marketing, and job fairs Manage and promote Transcom's presence on social media through recruitment advertising, organic and paid campaigns, social media groups, and community management Research market trends, competitor landscape, and potential partnerships to recommend new ways to attract candidates Manage Talent Communities and email marketing campaigns to support hiring targets Coordinate internal Brand Ambassadors Team activities to build brand awareness Optimize job posting strategies and testing of new language in job titles and descriptions to align with business goals and brand messaging Measure, analyze, and report on campaign and source effectiveness to make data-driven recommendations in order to achieve the best results Monitor and control the monthly recruitment advertising budget Profile required : Professional qualifications/Specific knowledge: Minimum studies: University diploma or degree Specific training and/or work experience in Recruitment / Recruitment Marketing / Employer Branding Language skills : English C / French C Strong skills in social media management (Facebook, Instagram, TikTok, Linkedin) with a solid understanding of Ads Manager and result analysis; Proficiency with graphic design tools (Canva, Photoshop or similar) coupled with a keen eye for design; Ability to create visual content that resonates with target audiences, with experience in photography and videography, including strong camera skills. A portfolio of your previous work is a huge advantage; Strong copywriting and storytelling skills; Data-driven mindset with strong analytical thinking abilities; Effective communication skills; Strong focus on results and quality.","communication, management",keejob,2025-11-30 16:31:42,httpswwwkeejobcomoffresemploi231900recruitmentmarketingspecialist
Directeur usine agroalimentaire Siliana,https://www.keejob.com/offres-emploi/231846/directeur-usine-agroalimentaire/,,2025-11-30,"recrutement, ressources humaines",,Bac + 5,Plus que 10 ans,Plein temps,"Siliana, Tunisie",,Siliana,,,"Missions principales Gestion de la production : Planifier et coordonner la production, superviser les ateliers, controler le processus de fabrication et optimiser les flux. Qualite et securite : Garantir le respect des normes de qualite et de securite alimentaire, des procedures, et du cahier des charges. Gestion des ressources : Superviser les equipes, gerer les budgets, s'assurer de l'approvisionnement en matieres premieres et de la maintenance des equipements. Amelioration continue : Mettre en place des actions pour optimiser les couts, reduire les dechets et ameliorer la productivite. Conformite : Assurer le respect des reglementations environnementales et legales en vigueur. Formation et experience Le poste est generalement accessible avec un diplome de niveau Bac + 5, souvent issu d'une ecole d'ingenieurs en agroalimentaire, agronomie ou genie industriel. Une solide experience prealable (au moins 8 ans) dans des fonctions transverses telles que la production, la maintenance ou la qualite est indispensable pour acceder a ce poste de direction.",gestion,keejob,2025-11-30 16:31:45,httpswwwkeejobcomoffresemploi231846directeurusineagroalimentaire
Conseiller(e)s de Vente / Caissier(e)s,https://www.keejob.com/offres-emploi/231830/conseilleres-de-vente-caissieres/,,2025-11-30,"commerce, vente, distribution",CDI,Formations professionnelles,Aucune experience,Plein temps,"Le Bardo, Tunis, Tunisie",Tunis,Le Bardo,,,"La Centrale Commerciale ""Biwai Shops"" lance une campagne de recrutement pour renforcer ses equipes au sein de ses points de vente situes a BARDO ET MENZAH5 - Des Caissier(e)s, - Des Conseiller(e)s de Vente. Exigence de l'emploi Vous disposez d'une formation academique Minimum Bac; - Vous etes Dynamique, vous avez un esprit commercial et vous aimeriez travailler en equipe ; - Vous souhaitez integrer une grande entreprise et evoluer au sein d'un environnement challengeant ; - Faire preuve de reactivite et d'initiative.",,keejob,2025-11-30 16:31:48,httpswwwkeejobcomoffresemploi231830conseilleresdeventecaissieres
Technicien Maintenance Electrique - BJO,https://www.keejob.com/offres-emploi/231787/technicien-maintenance-electrique-bjo/,,2025-11-30,autres,CDD,Bac + 3,Entre 1 et 2 ans,Plein temps,"Bir Mcherga, Zaghouan, Tunisie",Zaghouan,Bir Mcherga,,,"Poulina Group Holding, Leader sur le marche tunisien et operant dans plusieurs secteurs d'activites, cherche a renforcer son Capital Humain par le recrutement des "" Techniciens Maintenance Electrique"" pour le compte de sa filiale BJO Djbel El Ousset Missions principales : Assurer l'installation, l'entretien, le depannage, la remise en etat, la reparation et la modification d'equipements electriques de l'usine. Profil recherche : De formation maintenance industrielle avec experience.",,keejob,2025-11-30 16:31:52,httpswwwkeejobcomoffresemploi231787technicienmaintenanceelectriquebjo
Agent de Transit Departement Logistique,https://www.keejob.com/offres-emploi/231799/agent-de-transit-d%C3%A9partement-logistique/,,2025-11-30,"agriculture, agro-alimentaire, environnement",CDI,Formations professionnelles,Entre 1 et 2 ans,Plein temps,"El Hamma, Gabes, Tunisie",Gabes,El Hamma,,,"Mission principale : Assurer la gestion operationnelle et administrative de toutes les operations de transit (export, import, douane) en coordination avec les services internes et les partenaires externes, dans le respect des delais, de la reglementation et des exigences qualite de lexploitation de LCS. Responsabilites principales : 1. Preparation des expeditions a lexport : - Verifier et rassembler les documents dexport (factures, certificats phytosanitaires, listes de colisage, documents douaniers). - Sassurer de la conformite reglementaire des documents selon le pays de destination. 2. Coordination logistique et controle qualite : - Planifier les expeditions avec les transporteurs et les agents maritimes ou aeriens. - Coordonner avec les services de controle pour garantir linspection et la liberation des produits a temps. 3. Suivi des dossiers douaniers : - Deposer les dossiers aupres des services douaniers et assurer leur suivi jusqua la cloture. - Repondre aux demandes de clarification ou de documents complementaires emanant de la douane. 4. Gestion des importations : - Suivre larrivee des importations (intrants, equipements, pieces) et coordonner le dedouanement. - Assurer le suivi des documents dimport (factures, certificats dorigine, documents de transport...). 5. Suivi des operations douanieres diverses : - Gerer les operations speciales : vente de materiel, missions avec societes partenaires, demandes dagrement (stations, entrepots), regimes suspensifs, etc. 6. Suivi documentaire et archivage : - Tenir a jour un systeme de classement numerique et physique des dossiers de transit. - Assurer la tracabilite et lauditabilite des operations. 7. Veille reglementaire & amelioration continue : - Suivre levolution des regles douanieres et sanitaires (export/import). - Proposer des ameliorations pour reduire les delais, couts logistiques et risques de non-conformite. 8. Collaboration interservices : - Travailler en lien etroit avec la production, la qualite, la finance, le commercial et les fournisseurs.",gestion,keejob,2025-11-30 16:31:55,httpswwwkeejobcomoffresemploi231799agentdetransitdc3a9partementlogistique
Directeur d'hotel,https://www.keejob.com/offres-emploi/231797/directeur-dh%C3%B4tel/,,2025-11-30,"tourisme, hotellerie, restauration",CDI,Bac + 5,Entre 5 et 10 ans,Plein temps,"Midoun, Medenine, Tunisie",Médenine,Midoun,,,"Medina Hotels & Resorts, acteur majeur de lhotellerie en Tunisie, poursuit son expansion sur lile de Djerba. Dans ce cadre strategique, nous recherchons notre futur Directeur dHotel, un leader visionnaire capable daccompagner cette integration et de porter haut les standards dexcellence de notre Groupe. Poste base a Djerba. En tant que Directeur dHotel au sein de la chaine Medina Hotels & Resorts, vous serez au cur de la performance operationnelle et incarnerez lexperience unique que nous souhaitons offrir a nos hotes. Vos missions principales Piloter lensemble des operations quotidiennes dans le respect des standards du Groupe Garantir une experience client exceptionnelle, en veillant a la qualite du service a chaque etape Optimiser les revenus, superviser les budgets et assurer la performance financiere de lhotel Developper, accompagner et federer les equipes autour de nos valeurs : Hospitalite, Innovation, Performance, Partage et Responsabilite Assurer la conformite aux procedures Groupe et contribuer au developpement strategique de letablissement Profil recherche Experience confirmee en direction hoteliere, idealement balneaire Forte capacite de leadership, vision operationnelle et sens aigu du service client Solide maitrise de la gestion financiere, du pilotage des operations et du management dequipes pluridisciplinaires Aptitude demontree a depasser les objectifs operationnels et a instaurer une culture dexcellence Si vous souhaitez rejoindre un Groupe en pleine expansion et contribuer au succes de ce projet a Djerba, envoyez votre CV","gestion, management, leadership",keejob,2025-11-30 16:31:58,httpswwwkeejobcomoffresemploi231797directeurdhc3b4tel
Mid-level Java Developer,https://www.keejob.com/offres-emploi/231814/mid-level-java-developer/,,2025-11-30,"consulting, etude, strategie",,Bac + 5,Entre 2 et 5 ans,Plein temps,"Tunis, Tunisie",,Tunis,,,"Binit Nearshore Services (BinitNS) is a consulting and service company specializing in TECH and OPS. We support our European clients in setting up and developing their nearshore teams in Tunisia, as a direct extension of their European teams. One of our clients, a European Financial Services Company, is building a financial business in Germany. The IT infrastructure and software are built from scratch with an IT team that is between Europe and Tunis. BinitNS is acting as an advisor to the management team on this project. In this context, we are hiring a Mid-level Java Developer who will be part of a team of 5 developers, focusing on Core business processes software. Responsibilities: Develop and maintain backend services using Spring Boot on MS Azure. Collaborate with a diverse, international team to design and implement distributed architectures. Ensure security best practices are followed in all aspects of development. Develop and integrate APIs for various applications and services. Utilize Infrastructure as Code (IAC) and automation/scripting for efficient deployment and management. Contribute to a collaborative and innovative team environment, working between Europe and Tunis. Required Skills: An engineering or a masters degree in IT with 2 to 5 years of experience in backend development with a strong focus on Spring Boot and MS Azure. Proficiency in developing distributed architectures. Solid understanding of cloud services, particularly MS Azure. Experience with security aspects of backend development. Experience in developing and integrating APIs. Skilled in Infrastructure as Code (IAC) and automation/scripting. Proficiency in Java. What We Offer: An amazing working environment within a collaborative, international team. A competitive package. If you are passionate about backend development, experienced in Spring Boot and MS Azure, and eager to work in an international English-speaking environment, we would love to hear from you. Join us in this ambitious project within a dynamic German-Tunisian team.",management,keejob,2025-11-30 16:32:01,httpswwwkeejobcomoffresemploi231814midleveljavadeveloper
Conducteur machine BJO,https://www.keejob.com/offres-emploi/231789/conducteur-machine-bjo/,,2025-11-30,autres,CDD,Formations professionnelles,Moins dun an,Plein temps,"Bir Mcherga, Zaghouan, Tunisie",Zaghouan,Bir Mcherga,,,"Poulina Group Holding, Leader sur le marche tunisien et operant dans plusieurs secteurs d'activites, cherche a renforcer son Capital Humain par le recrutement des "" Conducteurs Machines "" pour le compte de sa filiale BJO DJBEL ELOUEST ZAGHOUAN. Missions principales : - Realiser le programme de production en respectant les delais et en optimisant la qualite. - Assurer la realisation de la quantite de production et verifier la conformite des briques. - Maitriser les procedes de fabrication des briques. - Optimiser les couts et respecter les normes techniques. Profil recherche : De formation technique. Avec experience.",,keejob,2025-11-30 16:32:05,httpswwwkeejobcomoffresemploi231789conducteurmachinebjo
