title,company,location,contract,work_type,posted_relative,raw_content,detail_link,scraped_at
Responsable de parc automobile,Adhesif Elastique Adhe-Els,"Kalaâ Kebira, Sousse",CDI,Temps-plein,Il y a 16 heures,"Référence : 5130/2025/2779 (Offre de stage) Date de publication : 27/11/2025 Entreprise : ADHESIF ELASTIQUE ADHE-ELS Adresse : ROUTE DE TUNIS KALAA KEBIRA Région : SOUSSE Code postal : 4060 Téléphone : 73342600 E-mail : CONTACT@ADHE-ELS.COM.TN Activité de l'entreprise : FABRICATION DE PREPARATIONS PHARMACEUTIQUES Domaine : Transport, Logistique, Manutention Diplôme de la formation professionnelle : B.T.S. Spécialité de la formation professionnelle : TRANSPORT ET LOGISTIQUE Profession à exercer : Lieu de travail : ROUTE DE TUNIS KALAA KEBIRA Nombre de postes proposés : 1 Bureau de l'emploi : HAMMAM SOUSSE Région : SOUSSE Tel : 73361033 Fax : 73361066 Adresse : RUE ABOUJIHED - HAMMAM-SOUSSE 4011 E-mail : Adhesif Elastique Adhe-Els",https://www.optioncarriere.tn/jobad/tn649b0a4bfbad236d6b9670339aebed17,2025-11-29 19:38:06
Commis / Commise de cuisine,MOHAMED KAMEL GOUIAA KAMEL KIKO FOOD RE,Nabeul,CDI,Temps-plein,Il y a 17 heures,"Référence : 2140/2025/2001 (Offre d'emploi) Date de publication : 27/11/2025 Entreprise : MOHAMED KAMEL GOUIAA KAMEL KIKO FOOD RE Adresse : AVENUE LIBERATION Région : NABEUL Code postal : 8050 Téléphone : 58733840 Activité de l'entreprise : RESTAURANTION TRADITIONNELLE Domaine : Hôtellerie, Restauration, Tourisme Niveau : SECONDAIRE, B.T.P Poste proposé : commis (plongeur/cuisinier) Profession à exercer : Lieu de travail : AVENUE LIBERATION Nombre de postes proposés : 1 Bureau de l'emploi : HAMMAMET Région : NABEUL Tel : 72283364 Fax : 72279494 Adresse : 53 AV EL AKABA EL HECHIMIA-HAMMAMET 8050 E-mail : MOHAMED KAMEL GOUIAA KAMEL KIKO FOOD RE",https://www.optioncarriere.tn/jobad/tn4fab91e6609743fcab6cb8ee58c50192,2025-11-29 19:38:10
Responsable financier / financière,SOCIeTe POLYMAILLE,"Ksar Hellal, Monastir",CDI,Temps-plein,Il y a 17 heures,"Référence : 5220/2025/1411 (Offre d'emploi) Date de publication : 27/11/2025 Entreprise : SOCIeTe POLYMAILLE Adresse : RUE EL MAARRI KSAR HELLAL Région : MONASTIR Code postal : 5070 Téléphone : 29433627 E-mail : GRH@POLYMAILLE.TN Activité de l'entreprise : ENNOBLISSEMENT TEXTILE Domaine : Comptabilité, Audit, conseil Niveau : BAC ET PLUS SANS DIPLOME Profession à exercer : Lieu de travail : KSAR HELLAL Nombre de postes proposés : 1 Bureau de l'emploi : KSAR HELLAL Région : MONASTIR Tel : 73545703 Fax : 73545656 Adresse : RUE HEDI BOUSLAMA - KSAR HELLAL 5070 E-mail : SOCIeTe POLYMAILLE",https://www.optioncarriere.tn/jobad/tnf81bba284e8f57fc33b01d1e5f1e1e2e,2025-11-29 19:38:15
Chargé /Chargée clientèle à distance,Taxinet,"Ezzahra, Ben Arous",CDI,Temps-plein,Il y a 17 heures,"Référence : 1320/2025/1784 (Offre de stage) Date de publication : 27/11/2025 Entreprise : TAXINET Adresse : 105 AVENUE HABIB BOURGUIBA EZZAHRA Région : BEN AROUS Code postal : 2034 Téléphone : 71452451 E-mail : DIRECTION@TAXINET.TN Activité de l'entreprise : TRANSPORTS URBAINS ET SUBURBAINS DE VOYAGEURS Domaine : Téléopérateurs, Télémarketing, Télévente Niveau : PREMIER CYCLE UNIVERSITAIRE Poste proposé : 2 OPERATEURS TELEPHONIQUE / BAC ET PLUS BONNE MANIPULATION DE L'OUTIL INFORMATIQUE Profession à exercer : Lieu de travail : 105 AVENUE HABIB BOURGUIBA EZZAHRA Nombre de postes proposés : 1 Bureau de l'emploi : HAMMAM-LIF Région : BEN AROUS Tel : 79218261 Fax : 79219360 Adresse : 41 AV 7 NOVEMBRE HAMMAM-LIF 2050 E-mail : Taxinet",https://www.optioncarriere.tn/jobad/tncc8179079160a83bbe6ee5bd671fc798,2025-11-29 19:38:20
Réparateur / Réparatrice de machines à coudre,STE DEMCOTEX CONFECTION,Monastir,CDI,Temps-plein,Il y a 17 heures,"Référence : 5210/2025/2254 (Offre d'emploi) Date de publication : 27/11/2025 Entreprise : STE DEMCOTEX CONFECTION Adresse : ROUTE DE KHNIS PRES VISITE 2RUE Région : MONASTIR Code postal : 5000 Téléphone : 70284164 E-mail : PED@DEMCOTEX.COM Activité de l'entreprise : FABRICATION INDUSTRIELLE DE VETEMENTS DE DESSUS Domaine : Informatique, Télécom, Multimedia Niveau : ECOLE DE BASE, C.A.P, APPRENTI Poste proposé : un aide mécanicien réparation des machines à coudre Profession à exercer : Lieu de travail : ROUTE DE KHNIS PRES VISITE 2RUE Nombre de postes proposés : 1 Bureau de l'emploi : MONASTIR Région : MONASTIR Tel : 73467933 Fax : 73460483 Adresse : AVENUE DU MAROC MONASTIR 5000 E-mail : STE DEMCOTEX CONFECTION",https://www.optioncarriere.tn/jobad/tn7791b78d16b9c40968834668afa9ab3d,2025-11-29 19:38:26
Magasinier / Magasinière,STE FARHA HOME,Sousse,CDI,Temps-plein,Il y a 18 heures,"Référence : 5110/2025/3340 (Offre d'emploi) Date de publication : 27/11/2025 Entreprise : STE FARHA HOME Adresse : AVENUE LA PERLE DU SAHEL KHEZAMA SOUSSE Région : SOUSSE Code postal : 4071 Téléphone : 55092244 E-mail : FARAHOME1@GMAIL.COM Activité de l'entreprise : COMMERCE D'ALIMENTATION GENERALE Domaine : Transport, Logistique, Manutention Niveau : SECONDAIRE, B.T.P Profession à exercer : Lieu de travail : AVENUE LA PERLE DU SAHEL KHEZAMA SOUSSE Nombre de postes proposés : 1 Bureau de l'emploi : SOUSSE Région : SOUSSE Tel : 73221080 Fax : 73224846 Adresse : RUE DE CONSTANTINE SOUSSE 4000 E-mail : STE FARHA HOME",https://www.optioncarriere.tn/jobad/tn43ece56e3e672e98697ec747fed2ef3f,2025-11-29 19:38:32
Réparateur / Réparatrice de machines à coudre,ALVA TUNISIA CHEBEDDA,Ben Arous,CDI,Temps-plein,Il y a 18 heures,"Référence : 1330/2025/1716 (Offre d'emploi) Date de publication : 27/11/2025 Entreprise : ALVA TUNISIA CHEBEDDA Adresse : CHEBEDDA ROUTE PRINCIPALE Région : BEN AROUS Code postal : 1135 Téléphone : 71940800 E-mail : IKRAM.BEJAOUI@ALVA-TN.COM Activité de l'entreprise : FABRICATION D'AUTRES EQUIPEMENTS AUTOMOBILES Domaine : Informatique, Télécom, Multimedia Diplôme de la formation professionnelle : B.T.P. Spécialité de la formation professionnelle : REPARATEUR DE MACHINE A COUDRE Profession à exercer : Lieu de travail : CHEBEDDA ROUTE PRINCIPALE Nombre de postes proposés : 10 Bureau de l'emploi : FOUCHANA Région : BEN AROUS Tel : 79408045 Fax : 79408037 Adresse : RUE NABEUL Z.I. EL MEGHIRA FOUCHANA 2082 E-mail : ALVA TUNISIA CHEBEDDA",https://www.optioncarriere.tn/jobad/tn8c4687b7153b3d0a1c2d4f721bd43baa,2025-11-29 19:38:37
Vétérinaire,TUNIS CALL CENTER TCC,Tunis,CDI,Temps-plein,Il y a 18 heures,"Référence : 1110/2025/1956 (Offre d'emploi) Date de publication : 27/11/2025 Entreprise : TUNIS CALL CENTER TCC Adresse : 2 RUE ARGENTINE TUNIS Région : TUNIS Code postal : 1002 Téléphone : 92658834 E-mail : rh-carriere@tuniscallcenter.com Activité de l'entreprise : ACTIVITES DES ORGANISATIONS PROFESSIONNELLES Domaine : Santé : Médical, Paramédical, Vétérinaire, Hygiène Diplôme d'étude : VETERINAIR Spécialité d'étude : VETERINAIRE Profession à exercer : Lieu de travail : 2 RUE ARGENTINE TUNIS Expérience souhaitée : 2 an(s) Nombre de postes proposés : 1 Autres informations : Salaire : 2000dt net + Assurance groupe Primes attractives sur objectifs+ Tickets restaurant • Contrat CDI • Horaires : Du lundi au samedi de 9h à 18h avec une journée OFF au cours de la semaine - soit 40H/semaine • Formation scientifique et réglementaire complète dès votre arrivée Intégration dans un laboratoire reconnu, en forte croissance, offrant de réelles perspectives d'évolution Maîtrise des outils digitaux (visioconférence, pack Office) Maitrise du Français obligatoire Expérience en relation vétérinaire, vente ou conseil scientifique (CRM / appels sortants appréciés) Bureau de l'emploi : BAB BHAR Région : TUNIS Tel : 71344257 Fax : 71348044 Adresse : 5, AVENUE DES NATIONS TUNIS - 1001 E-mail : TUNIS CALL CENTER TCC",https://www.optioncarriere.tn/jobad/tn8058f072e31457646ba8e10e97d9bc8b,2025-11-29 19:38:42
Magasinier / Magasinière,MONOPRIX DE MONASTIR,Monastir,CDI,Temps-plein,Il y a 19 heures,"Référence : 5210/2025/2253 (Offre de stage) Date de publication : 27/11/2025 Entreprise : MONOPRIX DE MONASTIR Adresse : AVENUE HABIB BOURGUIBA Région : MONASTIR Code postal : 5000 Téléphone : 71142500 E-mail : DIRECTEUR.MONASTIR66@MGS.COM.TN Activité de l'entreprise : SUPERETTES, SUPERMARCHES ET HYPERMARCHES Domaine : Transport, Logistique, Manutention Niveau : ECOLE DE BASE, C.A.P, APPRENTI Il sera appelé à : chargement et déchargement des camions stockage des marchandises chargement des rayons Profession à exercer : Lieu de travail : MONASTIR Nombre de postes proposés : 2 Bureau de l'emploi : MONASTIR Région : MONASTIR Tel : 73467933 Fax : 73460483 Adresse : AVENUE DU MAROC MONASTIR 5000 E-mail : MONOPRIX DE MONASTIR",https://www.optioncarriere.tn/jobad/tnfab5f7cdc3ecdfba12fd9cb8ec03ca6d,2025-11-29 19:38:47
Agent / Agente de préparation de la production,CONFISERIE TRIKI LE MOULIN,Sfax,CDI,Temps-plein,Il y a 19 heures,"Référence : 6140/2025/3362 (Offre d'emploi) Date de publication : 27/11/2025 Entreprise : CONFISERIE TRIKI LE MOULIN Adresse : ROUTE DE GABES KLM 3 Région : SFAX Code postal : 3052 Téléphone : 29100753 E-mail : ajbouni.hela@confiserie-gr.triki.com Activité de l'entreprise : FABRICATION DE MACHINES POUR L'INDUSTRIE AGRO-ALIMENTAIRE Domaine : Energétique, Génie industriel Niveau : ECOLE DE BASE, C.A.P, APPRENTI Poste proposé : lieu de travail rte gabes/rte gremda Profession à exercer : Lieu de travail : SFAX Nombre de postes proposés : 1 Bureau de l'emploi : SFAX SUD Région : SFAX Tel : 74400428 Fax : 74403042 Adresse : AVENUE 7 NOVEMBRE IMM ELYASMINE SFAX SUD 3027 E-mail : CONFISERIE TRIKI LE MOULIN",https://www.optioncarriere.tn/jobad/tn601ed800ea76ccd0c9b81f6fba87d9a5,2025-11-29 19:38:54
Agent / Agente d'opérations manuelles,STE DE TRANSFORMATION EMBALLAGE,"Enfida, Sousse",CDI,Temps-plein,Il y a 10 heures,"Référence : 5140/2025/460 (Offre d'emploi) Date de publication : 27/11/2025 Activité de l'entreprise : FABRICATION D'AUTRES FILS ET CABLES ELECTRONIQUES OU ELECTRIQUES Domaine : Energétique, Génie industriel Niveau : ECOLE DE BASE, C.A.P, APPRENTI Profession à exercer : Lieu de travail : Z I ENFIDHA Nombre de postes proposés : 29 Bureau de l'emploi : ENFIDHA Région : SOUSSE Tel : 73250125 Fax : 73250127 Adresse : RUE DE LA MOSQUE CITE ETTAHRIR bp173ENFIDHA 4030 E-mail : ANETI",https://www.optioncarriere.tn/jobad/tn5013abe908dd6ffd0799628e9f02e09a,2025-11-29 19:39:01
Magasinier / Magasinière,SYSTEMES DES INDUSTRIES MECANIQUES S.I.M,"Kélibia, Nabeul",CDI,Temps-plein,Il y a 11 heures,"Référence : 2130/2025/909 (Offre d'emploi) Date de publication : 27/11/2025 Activité de l'entreprise : FABRICATION INDUSTRIELLE DE VETEMENTS DE DESSUS Domaine : Transport, Logistique, Manutention Niveau : SECONDAIRE, B.T.P Profession à exercer : Lieu de travail : AV ALI BELHOUANE KELIBIA Nombre de postes proposés : 1 Bureau de l'emploi : KELIBIA Région : NABEUL Tel : 72275593 Fax : 72275593 Adresse : RUE EZZOUHOURKELIBIA 8090 E-mail : ANETI",https://www.optioncarriere.tn/jobad/tna0987dc0f8ab4805535e201b6bd93b59,2025-11-29 19:39:07
Assistant commercial / Assistante commerciale,STE COMPTOIR ETTAJHIZ GENERAL,"Hammamet, Nabeul",CDI,Temps-plein,Il y a 12 heures,"Référence : 2140/2025/1998 (Offre de stage) Date de publication : 27/11/2025 Activité de l'entreprise : COMMERCE D'ALIMENTATION GENERALE Domaine : Téléopérateurs, Télémarketing, Télévente Niveau : PREMIER CYCLE UNIVERSITAIRE Spécialité d'étude : DIGITAL MARKETING Poste proposé : assist. commerciale commerce electronique / digital marketing Profession à exercer : Lieu de travail : HAMMAMET Nombre de postes proposés : 1 Bureau de l'emploi : HAMMAMET Région : NABEUL Tel : 72283364 Fax : 72279494 Adresse : 53 AV EL AKABA EL HECHIMIA-HAMMAMET 8050 E-mail : ANETI",https://www.optioncarriere.tn/jobad/tn8903bb8d97de0ccb98fe339ea44ad16f,2025-11-29 19:39:12
Couturier / Couturière,,"Agareb, Sfax",CDI,Temps-plein,Il y a 13 heures,"Référence : 6120/2025/368 (Offre de stage) Date de publication : 27/11/2025 Activité de l'entreprise : FABRICATION INDUSTRIELLE DE VETEMENTS DE DESSUS Domaine : Petits métiers et artisanat Niveau : ECOLE DE BASE, C.A.P, APPRENTI Profession à exercer : Lieu de travail : AGAREB Nombre de postes proposés : 4 Bureau de l'emploi : MAHRES Région : SFAX Tel : 74290292 Fax : 74291188 Adresse : AVENUE HABIB BOURGUIBA ROUTE GABES MAHRES 3060 E-mail : ANETI",https://www.optioncarriere.tn/jobad/tne0f1e2340266da9f90bdafc46efe568a,2025-11-29 19:39:17
Agent de fabrication polyvalent / Agente de fabrication polyvalente en industrie,CONFISERIE TRIKI LE MOULIN,Sfax,CDI,Temps-plein,Il y a 14 heures,"Référence : 6160/2025/273 (Offre d'emploi) Date de publication : 27/11/2025 Activité de l'entreprise : TRAITEMENT DES SEMENCES Domaine : Energétique, Génie industriel Niveau : ECOLE DE BASE, C.A.P, APPRENTI Poste proposé : AGENT POLYVALENT Profession à exercer : Lieu de travail : EL GHRABA Nombre de postes proposés : 5 Bureau de l'emploi : EL HENCHA Région : SFAX Tel : 74885465 Fax : 74885466 Adresse : AVENUE FARHAT HACHED KM 0.5 ROUTE JBENIANA 3010 E-mail : ANETI",https://www.optioncarriere.tn/jobad/tn7230431b5d500a9f1cfc16b331cf49d5,2025-11-29 19:39:22
Gestionnaire de Paie (H/F),ADP,Tunis,CDI,Temps-plein,Il y a 10 heures,"ADP recrute un Gestionnaire de Paie (H/F) Cherchez-vous à rejoindre une équipe dynamique et inclusive et travailler dans une culture de collaboration ? Êtes-vous prêt à faire évoluer votre carrière chez un leader mondial reconnu et réputé ? Cherchez-vous à vivre une expérience marquante ? Oui ? …Continuez à lire et découvrez par vous-même ! En tant que Gestionnaire de paie, vous aurez pour mission de réaliser la production de la paie mensuelle en sa totalité et ce dans le respect de la législation sociale d’un ou plusieurs comptes. Votre responsabilité consiste à garantir l’excellence du service et la satisfaction client. Ce que vous devez connaitre sur ADP : Nous croyons que les grandes entreprises sont bâties par des gens formidables, pour des gens formidables. ADP collabore avec plus de 740 000 entreprises à l'échelle mondiale afin d'aider leurs employés à travailler plus intelligemment, à relever de nouveaux défis et à développer leur talent. Ce que vous allez faire : Vos Responsabilités Gérer un portefeuille clients Assurer la production et traitement des données avec la qualité requise et dans les délais contractuels Préparer, comptabiliser, établir et contrôler les bulletins de paie de votre portefeuille client Assurer la livraison des paies en respectant les plannings clients Produire les post-paies Veiller à l’application des règles sociales, législatifs et de conventions collectives Collaborer au quotidien Alerter votre manager en cas de détection d’un risque relatif au bon déroulement de votre travail Partager tout type d’information avec vos pairs, les fonctions supports, les vis-à-vis et votre hiérarchie dans le but d’assurer la continuité et l’excellence de service. Participer activement dans les réunions de production journalières. Assurer la relation directe avec votre client final. Pour réussir dans ce rôle : Qualifications requises Positif et autonome. Vous êtes optimiste et persévérant ; vous savez bien gérer votre temps et présenter vos idées de manière claire et professionnelle que ce soit en personne, par écrit, ou par téléphone ; vous êtes capable de gérer les situations difficiles. Apprentissage continu. Vous apprenez toujours des nouvelles choses, vous vous développez et vous travaillez sur l’amélioration continue. Travail en équipe. Vous êtes apte à participer à l’atteinte des objectifs partagés, à collaborer avec les autres et à privilégier la réussite du groupe. Esprit d'innovation. Vous sortez des sentiers battus et transformez les problèmes en solutions, les idées en actions et les plans en résultats et vous êtes prêt à tout type de changement. Gestion émotionnelle : Vous êtes empathique, vous possédez une bonne résistance au stress et faite preuve à la fois d'assurance et de pédagogie. Compétences linguistiques : Vous avez d’excellentes compétences en communication en langues française (écrite/verbale). Formation académique : Vous êtes de formation Bac+3 ou plus en Ressources Humaines, Finance, Gestion, économie ou diplôme équivalent. Compétences techniques : Vous maitrisez parfaitement Power point, Word et Excel. La préférence sera accordée aux candidats qui possèdent : L’habitude à travailler dans un environnement structuré, basé sur la performance tout en démontrant des normes éthiques élevées L'agilité dans l’apprentissage La capacité à gérer des projets Les compétences en communication Anglaise écrite et verbale La connaissance de la paie française La maitrise des fonctions Excel (la recherche V, le tableau dynamique croisé, etc., formules) En rejoignant ADP, vous pourrez : Développer vos forces et laisser votre trace Aimer ce que vous faites Vivre une expérience marquante Participer dans des activités internes passionnantes Rejoindre une entreprise qui s'engage à donner en retour Concilier vie privé - vie professionnelle Vous concentrer sur votre santé mentale et votre bien-être. Qu'attendez-vous ? Postuler maintenant Poste Handi-accessible A little about ADP: We are a comprehensive global provider of cloud-based human capital management (HCM) solutions that unite HR, payroll, talent, time, tax and benefits administration and a leader in business outsourcing services, analytics, and compliance expertise. We believe our people make all the difference in cultivating a down-to-earth culture that embraces our core values, welcomes ideas, encourages innovation, and values belonging. We've received recognition for our work by many esteemed organizations, learn more at . Diversity, Equity, Inclusion & Equal Employment Opportunity at ADP: ADP is committed to an inclusive, diverse and equitable workplace, and is further committed to providing equal employment opportunities regardless of any protected characteristic including: race, color, genetic information, creed, national origin, religion, sex, affectional or sexual orientation, gender identity or expression, lawful alien status, ancestry, age, marital status, protected veteran status or disability. Hiring decisions are based upon ADP’s operating needs, and applicant merit including, but not limited to, qualifications, experience, ability, availability, cooperation, and job performance. Ethics at ADP: ADP has a long, proud history of conducting business with the highest ethical standards and full compliance with all applicable laws. We also expect our people to uphold our values with the highest level of integrity and behave in a manner that fosters an honest and respectful workplace. Click to learn more about ADP’s culture and our full set of values. ADP",https://www.optioncarriere.tn/jobad/tn20c90cb446b0a6440ab5edfbed97f9e2,2025-11-29 19:39:29
Agent de sécurité (H/F),Accor,Tunis,CDI,Temps-plein,Il y a 13 heures,"Description de l'entreprise Rejoignez un hôtel membre du réseau Accor, dont le groupe réunit plus de 45 marques, 5 500 hôtels, 10 000 restaurants et destinations lifestyle. Ici, nous croyons en vous et en ce que vous apportez. Les opportunités de développement et d'évolution sont nombreuses. Chaque geste, chaque sourire, chaque action, contribuent à créer un impact positif et mémorable pour nos clients, nos collègues et aussi pour notre planète. Ensemble, nous incarnons la vision de l'hospitalité responsable. Ayez l'opportunité de devenir un Heartist®, et laissez votre coeur vous guider dans ce monde où la vie bat plus fort. Description du poste Agent de sécurité (H/F) Gardien et protecteur. Vous assurez la sécurité et le bien-être de vos collaborateurs, de vos clients et de vos visiteurs. Vous êtes attentif, efficace et dévoué. Vous faites de votre établissement un lieu sûr et agréable pour tous. Ce que l'établissement vous offre : En quelques mots, mettez en valeur les bénéfices et les avantages à travailler dans votre établissement Carte collaborateurs offrant des taux réduits chez Accor Learning programs through our Academies L'opportunité de développer vos talents et de vous épanouir au sein de votre établissement et à travers le monde La capacité à faire la différence à travers nos activités Ethiques & Responsabilité Sociale des Entreprises, comme Planet 21 Votre rôle : Assurer la sûreté et la sécurité des clients, des collaborateurs, et de l'établissement dans sa globalité Evaluer et reporter toute violation de la loi ou de la politique de l'établissement, ainsi que les accidents, les plaintes, les activités criminelles et les situations de crise Assurer la surveillance des lieux, des comptes de caisse et de l'affluence Informer et assister les clients sur les installations et équipements de l'établissement Qualifications Votre expérience et vos compétences incluent : Une expérience significative similaire est un plus Bonne communication interpersonnelle et capacité à gérer les conflits Responsable et fiable Informations supplémentaires Votre équipe et votre environnement de travail : En quelques mots, présentez l'équipe, l'établissement ou l'environnement de travail qui reflète la culture de l'équipe Note : Vous pouvez inclure ici les spécificités locales ou les critères légaux, tels que le permis de travail. Notre Engagement Diversité & Inclusion : Nous sommes une entreprise inclusive et notre ambition est d'attirer, de recruter, et de promouvoir la diversité des talents. Accor",https://www.optioncarriere.tn/jobad/tn43d8ee42657a86d977e86970dd6f5ecc,2025-11-29 19:39:35
Product Owner,EMRYS La Carte,Tunis,CDI,Temps-plein,Il y a 19 heures,"Emrys la carte est en quête de son futur Product Owner. Vous êtes invité(e) à rejoindre notre équipe dynamique, travaillant activement sur la définition, le développement et l'amélioration du nouveau site web pour l'entreprise Emrys. En collaboration étroite avec un autre Product Owner, vous aurez pour mission de définir la feuille de route du produit, de collaborer avec les équipes (métier, design et technique) pour garantir une expérience utilisateur fluide et ergonomique. Emrys est une coopérative de consommateurs ayant pour objectif d'accroître le pouvoir d'achat de ses membres grâce à un programme de fidélité en ligne. Vos missions Concevoir la feuille de route du produit en tenant compte des attentes de la direction, des évolutions du marché et des tendances e-commerce. Recueillir les besoins métiers en échangeant avec les parties prenantes (clients et/ou collègues utilisateurs du site). Gérer le backlog en rédigeant des user stories, en définissant des critères d'acceptation, en priorisant les fonctionnalités à développer, en organisant et participant aux sprints de développement, et en vérifiant, testant et validant la bonne mise en pratique des fonctionnalités. Collaborer avec les équipes UX (designers) et techniques (développeurs) en les guidant, en répondant à leurs questions et en vérifiant leurs réalisations. Collecter les retours des utilisateurs et ajuster le produit en conséquence. Assurer le suivi des projets de marques suivants pour les intégrer sur le futur site web : Emrys Mobile, Emrys Pay, Emrys Energie, Marketplace, Emrys Cars, Emrys Nutrition. Travailler en étroite collaboration avec l'autre Product Owner pour assurer la cohérence entre les projets de marque et le futur site. Fournir une vision de l'avancement des différents projets en fonction du planning, auprès de la Direction. Effectuer une veille concurrentielle et technologique. Vos compétences Capacité d'écoute, curiosité, communication. Bon relationnel - aptitude à communiquer efficacement avec différentes parties prenantes. Capacités de reformulation, esprit de synthèse, force de proposition. Organisation et capacités de priorisation. Réactivité, adaptation, anticipation. Attention au détail, rigueur, capacité à donner et recueillir du feedback. Notions de marketing, intérêt pour les tendances web et e-commerce. Bonne connaissance de Jira et de la méthodologie SCRUM. Connaissances idéales de Figma, de Sylius et du MLM (marketing multi-niveau). Expérience préalable dans le secteur bancaire, mobile ou de l'énergie pour la mise en place de projets digitaux (un atout majeur). Profil recherché : 2 à 5 ans d'expérience en tant que Product Owner ou chef de produit dans le secteur du e-commerce, de la téléphonie ou du bancaire. Maîtrise du français indispensable (lu, parlé, écrit). La maîtrise de l'anglais serait appréciée pour les échanges avec certains partenaires. Disponibilité dès que possible. Emrys La Carte Emrys est une coopérative en pleine croissance qui fait face à de nouveaux défis et opportunités créés par l’avènement du numérique et la forte mobilisation de ses membres. Membre de la Fédération Nationale des Coopératives de Consommateurs, la coopérative Emrys, créée en 2014, a son siège proche d’Annecy. Basée sur des valeurs d'entraide et de solidarité, elle mise sur une économie sociale et solidaire pour chacun de ses membres afin de leur donner plus de pouvoir d’achat via son système de fidélité. EMRYS La Carte",https://www.optioncarriere.tn/jobad/tn4653f7071df4ef9de001f5aa17fd918f,2025-11-29 19:39:42
Téléopérateurs / téléopératrices,ALMA FORCE PLUS,Sfax,800 DT par mois,CDD,Il y a 12 heures,"Chez FORCE PLUS, on recrute à Sfax des télévendeurs motivés . Ne ratez pas votre chance en 2025 ! Le challenge est toujours en cours, et c’est peut-être vous le prochain gagnant. Notre mission ? Une collaboration directe et durable avec l’État français. Sérieux, stable… mais jamais ennuyeux ! Ce qu’on vous offre : Un salaire motivant de 800 DT (et tous types de contrat) Des primes régulières + des challenges quotidiens Une ambiance pro, dynamique et compétitive Et surtout : une vraie opportunité d’évolution Exigences de l'emploi Le profil qu’on recherche : Un bon niveau en français (c’est LA condition) Pas besoin d’expérience : formation assurée Des personnes persévérantes, battantes, ambitieuses ( Spoiler : si vous abandonnez vite, passez votre chemin !) Si vous avez l’énergie, la personnalité et l’envie de réussir, c’est le moment d’agir. Date d'expiration 27/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn5bc8f76c11dcf2a6b8b6756dcb465f67,2025-11-29 19:39:48
ATELCOM Recrute : Télévendeurs Expérimentés et Stables,42creation,Tunis,1 500 DT par mois,CDI,Il y a 14 heures,"Rejoignez ATELCOM, Société Française bien établie à Tunis depuis 2005 ! Vous êtes un(e) télévendeur(se) expérimenté(e), à la recherche d'un emploi stable et d'une rémunération attractive au cœur de Tunis ? ATELCOM vous offre l'opportunité de mettre votre expertise au service d'une entreprise reconnue. Votre Mission au Quotidien En tant que Télévendeur(se) expérimenté(e) chez ATELCOM, votre rôle sera crucial dans le développement de notre portefeuille clients. Vous serez notamment en charge de : Effectuer des relances commerciales ciblées. Prospecter un fichier client qualifié dans le but de prendre des rendez-vous pour nos consultants. Fidéliser la clientèle existante de la société. Exigences de l'emploi Nous recherchons des candidats qui se reconnaissent dans les points suivants : Maîtrise du Français : Vous possédez un excellent niveau d'expression orale en langue française, et vous êtes capable de délivrer un message clair, fluide et persuasif pour convaincre le client. Expertise en Télévente : Vous maîtrisez parfaitement les techniques de télévente, de la négociation à la gestion de la relation client. Formation & Expérience : Vous justifiez d'une formation de niveau minimum Bac +2/3 (ou BTS) ou d'une expérience réussie de 2 ans minimum dans la vente en langue française (idéalement en télévente). Stabilité & Motivation : Vous aspirez à la stabilité professionnelle tout en gardant une forte motivation pour atteindre et dépasser vos objectifs. Conditions & Avantages Poste : Télévendeur(se) expérimenté(e). Lieu : Centre-ville de Tunis (disponibilité rapide exigée). Contrat : Temps plein ou Temps partiel (à discuter). Rémunération : Un salaire très compétitif, situé entre 1000 et 1500 DT (selon profil et expérience). Date d'expiration 27/12/2025 Tanitjobs",https://www.optioncarriere.tn/jobad/tn78053a26d172d40bd21f4b7d0faa61f2,2025-11-29 19:39:57
formatrices ANGLAIS,Global skills academy,Tunis,CDD,Temps-plein,Il y a 9 heures,Une licence ou maîtrise en langue Anglaise est indispensable Exigences de l'emploi – Vous justifiez d’un bon niveau de anglais – Expériences précédentes souhaitées dans l’enseignement et la formation pour adultes – Vous avez un caractère sociable et vous avez envie de vous intégrer au sein d’équipe jeune et dynamique. Date d'expiration 27/12/2025 Tanitjobs,https://www.optioncarriere.tn/jobad/tn9b10fd7704ae5f8ed1072cf3e46bf831,2025-11-29 19:40:01
